topic_id,category,topic_raw,instruction,topic_content,topic_type,constraints,expected_anchors,topic_keyphrases
377,Education,Share a study habit that improves focus,share,a study habit that improves focus,general,,main_point|supporting_points|example,improves focus|study habit|habit that improves|focus|study|habit|improves
378,Lifestyle,Describe a lifestyle choice that enhances well-being,describe,a lifestyle choice that enhances well-being,general,,main_point|supporting_points|example,enhances well-being|lifestyle choice|choice that enhances|well-being|lifestyle|choice|enhances
379,Technology,Explain how drones are changing industries,explain,how drones are changing industries,explain,,definition|how_it_works|example|impact,changing industries|drones are changing|industries|drones|changing
380,Environment,Discuss ways to reduce carbon footprint in daily life,discuss,ways to reduce carbon footprint in daily life,advice,,steps|example|why_it_works,reduce carbon footprint|daily life|reduce carbon|carbon footprint|footprint in daily|life|reduce|carbon
381,Health & Fitness,Share the benefits of strength training,share,the benefits of strength training,general,,main_point|supporting_points|example,strength training|benefits of strength|training|benefits|strength
382,Science,Talk about an intriguing scientific theory,talk about,an intriguing scientific theory,general,,main_point|supporting_points|example,intriguing scientific theory|scientific theory|intriguing scientific|theory|intriguing|scientific
383,Social Issues,Describe a social challenge you helped solve,describe,a social challenge you helped solve,general,,main_point|supporting_points|example,helped solve|social challenge|challenge you helped|solve|social|challenge|helped
384,Entertainment,Explain why you enjoy a particular genre of music,explain,why you enjoy a particular genre of music,explain,,definition|how_it_works|example|impact,genre of music|music|enjoy|genre
385,History,Discuss a historical leader who inspired change,discuss,a historical leader who inspired change,general,,main_point|supporting_points|example,inspired change|historical leader|leader who inspired|change|historical|leader|inspired
386,Food,Share a family dish that has a story behind it,share,a family dish that has a story behind it,story,personal,time|place|who|what_happened|result,family dish|family|dish|story
387,Sports,Talk about a favorite sports moment,talk about,a favorite sports moment,experience,,time|place|who|what_happened|reflection,favorite sports moment|sports moment|favorite sports|moment|favorite|sports
388,Motivation,Describe a motivational book that changed your thinking,describe,a motivational book that changed your thinking,general,,main_point|supporting_points|example,changed your thinking|motivational book|book that changed|thinking|motivational|book|changed
389,Relationships,Explain a lesson you learned from a relationship,explain,a lesson you learned from a relationship,explain,personal,definition|how_it_works|example|impact,lesson you learned|relationship|lesson|learned
390,Art & Literature,Discuss your favorite poet or author,discuss,your favorite poet or author,general,,main_point|supporting_points|example,poet or author|favorite poet|author|favorite|poet
391,Current Affairs,Share a national news event that caught your attention,share,a national news event that caught your attention,event,,time|place|what_happened|your_view,caught your attention|national news event|event that caught|attention|national|event|caught
392,Education,Describe a learning method that increased productivity,describe,a learning method that increased productivity,explain,,definition|how_it_works|example|impact,increased productivity|learning method|method that increased|productivity|learning|method|increased
393,Lifestyle,Talk about a personal habit that improves life,talk about,a personal habit that improves life,general,,main_point|supporting_points|example,improves life|personal habit|habit that improves|life|personal|habit|improves
394,Technology,Explain the impact of 3D printing on manufacturing,explain,the impact of 3D printing on manufacturing,explain,,definition|how_it_works|example|impact,printing on manufacturing|printing|manufacturing|impact
395,Environment,Discuss sustainable ways to use natural resources,discuss,sustainable ways to use natural resources,advice,,steps|example|why_it_works,natural resources|sustainable|resources|natural
396,Health & Fitness,Share tips for improving sleep quality,share tips for,improving sleep quality,advice,,steps|example|why_it_works,improving sleep quality|improving sleep|sleep quality|improving|quality|sleep
397,Science,Describe a recent science experiment you found fascinating,describe,a recent science experiment you found fascinating,general,recent,main_point|supporting_points|example,recent science experiment|found fascinating|recent science|science experiment|experiment you found|fascinating|recent|science
398,Social Issues,Talk about a social initiative that empowers youth,talk about,a social initiative that empowers youth,general,,main_point|supporting_points|example,empowers youth|social initiative|initiative that empowers|youth|social|initiative|empowers
399,Entertainment,Explain why a movie scene left a lasting impression,explain,why a movie scene left a lasting impression,explain,,definition|how_it_works|example|impact,movie scene left|lasting impression|movie scene|scene left|left a lasting|impression|movie|scene
400,History,Describe a battle or conflict that shaped history,describe,a battle or conflict that shaped history,event,,time|place|what_happened|your_view,shaped history|battle or conflict|conflict that shaped|history|battle|conflict|shaped
401,Food,Share a unique recipe using local ingredients,share,a unique recipe using local ingredients,general,,main_point|supporting_points|example,local ingredients|unique recipe|recipe using local|ingredients|unique|recipe|local
402,Sports,Discuss a sport that teaches perseverance,discuss,a sport that teaches perseverance,general,,main_point|supporting_points|example,teaches perseverance|sport that teaches|perseverance|sport|teaches
403,Motivation,Explain how positive thinking changes outcomes,explain,how positive thinking changes outcomes,explain,,definition|how_it_works|example|impact,thinking changes outcomes|positive thinking|outcomes|positive|thinking
404,Relationships,Describe a family tradition that shaped your values,describe,a family tradition that shaped your values,general,personal,main_point|supporting_points|example,family tradition|tradition that shaped|family|tradition|shaped
405,Art & Literature,Talk about a museum or gallery that impressed you,talk about,a museum or gallery that impressed you,general,,main_point|supporting_points|example,museum or gallery|gallery that impressed|museum|gallery|impressed
406,Current Affairs,Explain how global news influences your opinions,explain,how global news influences your opinions,explain,,definition|how_it_works|example|impact,influences your opinions|global news influences|opinions|global|influences
407,Education,Describe an innovative way to organize study materials,describe,an innovative way to organize study materials,general,,main_point|supporting_points|example,organize study materials|study materials|organize study|materials|innovative|organize|study
408,Lifestyle,Share a relaxing hobby that reduces stress,share,a relaxing hobby that reduces stress,general,,main_point|supporting_points|example,reduces stress|relaxing hobby|hobby that reduces|stress|relaxing|hobby|reduces
409,Technology,Talk about a futuristic technology you hope becomes real,talk about,a futuristic technology you hope becomes real,general,,main_point|supporting_points|example,hope becomes real|futuristic technology|technology you hope|real|futuristic|technology|hope
410,Environment,Explain how pollution affects biodiversity,explain,how pollution affects biodiversity,explain,,definition|how_it_works|example|impact,pollution affects biodiversity|affects biodiversity|pollution affects|biodiversity|pollution|affects
411,Health & Fitness,Describe the benefits of aerobic exercise,describe,the benefits of aerobic exercise,general,,main_point|supporting_points|example,aerobic exercise|benefits of aerobic|exercise|benefits|aerobic
412,Science,Discuss a scientific discovery that changed the world,discuss,a scientific discovery that changed the world,general,,main_point|supporting_points|example,changed the world|scientific discovery|discovery that changed|world|scientific|discovery|changed
413,Social Issues,Share a social problem and how communities address it,share,a social problem and how communities address it,explain,,definition|how_it_works|example|impact,social problem|communities address|social|problem|communities|address
414,Entertainment,Talk about your favorite type of performance art,talk about,your favorite type of performance art,general,,main_point|supporting_points|example,performance art|favorite type|type of performance|art|favorite|type|performance
415,History,Explain the significance of a historical treaty,explain,the significance of a historical treaty,explain,,definition|how_it_works|example|impact,historical treaty|treaty|significance|historical
416,Food,Describe a homemade dish you’re proud of,describe,a homemade dish you’re proud of,general,,main_point|supporting_points|example,homemade dish|dish you ’re|’re proud|homemade|dish|’re|proud
417,Sports,Talk about a sports figure who motivates you,talk about,a sports figure who motivates you,general,,main_point|supporting_points|example,sports figure|figure who motivates|sports|figure|motivates
418,Motivation,Explain a motivational video or speech that inspired you,explain,a motivational video or speech that inspired you,explain,,definition|how_it_works|example|impact,motivational video|video or speech|speech that inspired|motivational|video|speech|inspired
419,Relationships,Describe an impactful friendship,describe,an impactful friendship,general,,main_point|supporting_points|example,impactful friendship|friendship|impactful
420,Art & Literature,Share your favorite literary quote and why it resonates,share,your favorite literary quote and why it resonates,explain,,definition|how_it_works|example|impact,favorite literary quote|favorite literary|literary quote|resonates|favorite|literary|quote
421,Current Affairs,Discuss an international news story that matters to you,discuss,an international news story that matters to you,story,,time|place|who|what_happened|result,international news story|story that matters|international|story|matters
422,Education,Describe a productive study routine,describe,a productive study routine,general,,main_point|supporting_points|example,productive study routine|study routine|productive study|routine|productive|study
423,Lifestyle,Talk about a lifestyle change that improved your health,talk about,a lifestyle change that improved your health,general,,main_point|supporting_points|example,improved your health|lifestyle change|change that improved|health|lifestyle|change|improved
424,Technology,Explain how artificial intelligence helps society,explain,how artificial intelligence helps society,explain,,definition|how_it_works|example|impact,intelligence helps society|artificial intelligence|society|artificial|intelligence
425,Environment,Discuss the importance of protecting endangered species,discuss,the importance of protecting endangered species,general,,main_point|supporting_points|example,protecting endangered species|endangered species|importance of protecting|protecting endangered|species|importance|protecting|endangered
426,Health & Fitness,Share your favorite form of exercise and why,share,your favorite form of exercise and why,explain,,definition|how_it_works|example|impact,favorite form|form of exercise|favorite|form|exercise
427,Science,Describe a scientific concept that seems magical,describe,a scientific concept that seems magical,general,,main_point|supporting_points|example,scientific concept|magical|scientific|concept
428,Social Issues,Talk about a campaign for social equality,talk about,a campaign for social equality,general,,main_point|supporting_points|example,social equality|campaign for social|equality|campaign|social
429,Entertainment,Explain your favorite scene from a play or movie,explain,your favorite scene from a play or movie,explain,,definition|how_it_works|example|impact,play or movie|favorite scene|movie|favorite|scene|play
430,History,Describe an ancient civilization that fascinates you,describe,an ancient civilization that fascinates you,general,,main_point|supporting_points|example,ancient civilization|civilization that fascinates|ancient|civilization|fascinates
431,Food,Share a cooking tip that saves time or improves taste,share,a cooking tip that saves time or improves taste,general,,main_point|supporting_points|example,improves taste|cooking tip|tip that saves|saves time|time or improves|taste|cooking|tip
432,Sports,Talk about a sporting event that inspired teamwork,talk about,a sporting event that inspired teamwork,event,,time|place|what_happened|your_view,inspired teamwork|sporting event|event that inspired|teamwork|sporting|event|inspired
433,Motivation,Describe a motivational habit you follow daily,describe,a motivational habit you follow daily,general,,main_point|supporting_points|example,follow daily|motivational habit|habit you follow|daily|motivational|habit|follow
434,Relationships,Explain a lesson learned from a romantic or platonic relationship,explain,a lesson learned from a romantic or platonic relationship,explain,personal,definition|how_it_works|example|impact,platonic relationship|lesson learned|romantic or platonic|relationship|lesson|learned|romantic|platonic
435,Art & Literature,Discuss your favorite book series or trilogy,discuss,your favorite book series or trilogy,general,,main_point|supporting_points|example,favorite book series|series or trilogy|favorite book|book series|trilogy|favorite|book|series
436,Current Affairs,Describe a breaking news story that surprised you,describe,a breaking news story that surprised you,story,,time|place|who|what_happened|result,breaking news story|story that surprised|breaking|story|surprised
437,Education,Share a method to stay focused while studying,share,a method to stay focused while studying,explain,,definition|how_it_works|example|impact,focused while studying|method to stay|stay focused|studying|method|stay|focused
438,Lifestyle,Talk about a place you visit to recharge mentally,talk about,a place you visit to recharge mentally,general,,main_point|supporting_points|example,recharge mentally|place you visit|visit to recharge|mentally|place|visit|recharge
439,Technology,Explain a breakthrough technology in medicine,explain,a breakthrough technology in medicine,explain,,definition|how_it_works|example|impact,technology in medicine|breakthrough technology|medicine|breakthrough|technology
440,Environment,Discuss eco-friendly alternatives to single-use plastics,discuss,eco-friendly alternatives to single-use plastics,general,,main_point|supporting_points|example,eco-friendly alternatives|single-use plastics|alternatives to single-use|eco-friendly|plastics|alternatives|single-use
441,Health & Fitness,Share your favorite healthy snack,share,your favorite healthy snack,general,,main_point|supporting_points|example,favorite healthy snack|healthy snack|favorite healthy|snack|favorite|healthy
442,Science,Describe a scientific experiment you want to perform,describe,a scientific experiment you want to perform,general,,main_point|supporting_points|example,scientific experiment|perform|scientific|experiment
443,Social Issues,Talk about a charity or NGO making a difference,talk about,a charity or NGO making a difference,compare,,item_a|item_b|similarities|differences|conclusion,charity or ngo|ngo making|making a difference|ngo|difference|charity|making
444,Entertainment,Explain why you enjoy a certain type of theater or musical,explain,why you enjoy a certain type of theater or musical,explain,,definition|how_it_works|example|impact,theater or musical|type of theater|musical|enjoy|type|theater
445,History,Describe a historic city or monument you want to see,describe,a historic city or monument you want to see,general,,main_point|supporting_points|example,historic city|city or monument|historic|city|monument
446,Food,Share a unique recipe that combines cultures,share,a unique recipe that combines cultures,general,,main_point|supporting_points|example,combines cultures|unique recipe|recipe that combines|cultures|unique|recipe|combines
447,Sports,Talk about a sports skill you admire,talk about,a sports skill you admire,general,,main_point|supporting_points|example,skill you admire|sports skill|admire|sports|skill
448,Motivation,Explain a motivational speech that changed your perspective,explain,a motivational speech that changed your perspective,explain,,definition|how_it_works|example|impact,changed your perspective|motivational speech|speech that changed|perspective|motivational|speech|changed
449,Relationships,Describe a relationship that taught resilience,describe,a relationship that taught resilience,general,personal,main_point|supporting_points|example,taught resilience|relationship that taught|resilience|relationship|taught
450,Art & Literature,Discuss an art exhibition you found inspiring,discuss,an art exhibition you found inspiring,general,,main_point|supporting_points|example,found inspiring|art exhibition|exhibition you found|inspiring|art|exhibition|found
451,Current Affairs,Share your perspective on a recent international event,share your perspective on,a recent international event,event,recent,time|place|what_happened|your_view,recent international event|international event|recent international|event|recent|international
452,Personal,Describe a moment when you helped someone unexpectedly,describe,a moment when you helped someone unexpectedly,experience,,time|place|who|what_happened|reflection,helped someone unexpectedly|unexpectedly|moment|helped
453,Personal,Talk about a personal habit that improved your life,talk about,a personal habit that improved your life,general,,main_point|supporting_points|example,improved your life|personal habit|habit that improved|life|personal|habit|improved
454,Technology,Explain how renewable energy can transform cities,explain,how renewable energy can transform cities,explain,,definition|how_it_works|example|impact,transform cities|renewable energy|energy can transform|cities|renewable|energy|transform
455,Technology,Discuss the impact of wearable technology on health,discuss,the impact of wearable technology on health,general,,main_point|supporting_points|example,technology on health|impact of wearable|wearable technology|health|impact|wearable|technology
456,Culture,Share a cultural festival you’d love to experience,share,a cultural festival you’d love to experience,experience,,time|place|who|what_happened|reflection,love to experience|cultural festival|experience|cultural|festival|love
457,Business,Talk about a business idea that solves a real problem,talk about,a business idea that solves a real problem,general,,main_point|supporting_points|example,real problem|business idea|idea that solves|solves a real|problem|business|idea|solves
458,Personal,Describe a personal challenge you set for yourself,describe,a personal challenge you set for yourself,general,,main_point|supporting_points|example,personal challenge|challenge you set|personal|challenge|set
459,Travel,Explain how travel can teach empathy,explain,how travel can teach empathy,explain,,definition|how_it_works|example|impact,teach empathy|travel can teach|empathy|travel|teach
460,Environment,Discuss ways to reduce food waste at home,discuss,ways to reduce food waste at home,advice,,steps|example|why_it_works,reduce food waste|waste at home|reduce food|food waste|home|reduce|food|waste
461,Health & Fitness,Share the benefits of mindful breathing,share,the benefits of mindful breathing,general,,main_point|supporting_points|example,mindful breathing|benefits of mindful|breathing|benefits|mindful
462,Science,Describe an experiment you found fascinating in school,describe,an experiment you found fascinating in school,general,past|school,main_point|supporting_points|example,fascinating in school|experiment you found|found fascinating|school|experiment|found|fascinating
463,Social Issues,Talk about a social issue that needs more awareness,talk about,a social issue that needs more awareness,general,,main_point|supporting_points|example,social issue|awareness|social|issue
464,Entertainment,Explain why you like a certain type of theater performance,explain,why you like a certain type of theater performance,explain,,definition|how_it_works|example|impact,theater performance|type of theater|performance|type|theater
465,History,Describe a historical invention that shaped the world,describe,a historical invention that shaped the world,general,,main_point|supporting_points|example,shaped the world|historical invention|invention that shaped|world|historical|invention|shaped
466,Food,Share a family recipe with a unique twist,share,a family recipe with a unique twist,general,personal,main_point|supporting_points|example,unique twist|family recipe|twist|family|recipe|unique
467,Sports,Discuss a sport that teaches leadership,discuss,a sport that teaches leadership,general,,main_point|supporting_points|example,teaches leadership|sport that teaches|leadership|sport|teaches
468,Motivation,Explain a motivational phrase you live by,explain,a motivational phrase you live by,explain,,definition|how_it_works|example|impact,motivational phrase|phrase you live|motivational|phrase|live
469,Relationships,Describe a family member who inspires you,describe,a family member who inspires you,general,personal,main_point|supporting_points|example,family member|member who inspires|family|member|inspires
470,Art & Literature,Talk about an artist whose work you admire,talk about,an artist whose work you admire,general,work,main_point|supporting_points|example,work you admire|artist whose work|admire|artist|work
471,Current Affairs,Discuss a recent local news story and your thoughts,discuss,a recent local news story and your thoughts,story,recent,time|place|who|what_happened|result,recent local|local news story|thoughts|recent|local|story
472,Education,Describe a hands-on learning experience you enjoyed,describe,a hands-on learning experience you enjoyed,experience,,time|place|who|what_happened|reflection,hands-on learning experience|experience you enjoyed|hands-on learning|learning experience|enjoyed|hands-on|learning|experience
473,Lifestyle,Talk about a place that makes you feel calm,talk about,a place that makes you feel calm,general,,main_point|supporting_points|example,feel calm|place that makes|makes you feel|calm|place|makes|feel
474,Technology,Explain how smart homes are changing daily life,explain,how smart homes are changing daily life,explain,,definition|how_it_works|example|impact,changing daily life|daily life|smart homes|homes are changing|changing daily|life|smart|homes
475,Environment,Discuss environmental issues in urban areas,discuss,environmental issues in urban areas,general,,main_point|supporting_points|example,environmental issues|urban areas|issues in urban|environmental|areas|issues|urban
476,Health & Fitness,Share strategies for improving sleep,share,strategies for improving sleep,advice,,steps|example|why_it_works,strategies for improving|improving sleep|strategies|sleep|improving
477,Science,Describe a science project you’d like to attempt,describe,a science project you’d like to attempt,general,,main_point|supporting_points|example,science project|attempt|science|project
478,Social Issues,Talk about a social initiative that encourages youth participation,talk about,a social initiative that encourages youth participation,general,,main_point|supporting_points|example,encourages youth participation|youth participation|social initiative|initiative that encourages|encourages youth|participation|social|initiative
479,Entertainment,Explain why a particular movie scene impacted you,explain,why a particular movie scene impacted you,explain,,definition|how_it_works|example|impact,movie scene impacted|movie scene|scene impacted|movie|scene|impacted
480,History,Describe a historical figure you would like to meet,describe,a historical figure you would like to meet,general,,main_point|supporting_points|example,historical figure|meet|historical|figure
481,Food,Share a unique snack or dish you discovered,share,a unique snack or dish you discovered,general,,main_point|supporting_points|example,dish you discovered|unique snack|snack or dish|discovered|unique|snack|dish
482,Sports,Discuss how sports teach goal-setting,discuss,how sports teach goal-setting,explain,,definition|how_it_works|example|impact,sports teach goal-setting|teach goal-setting|sports teach|goal-setting|sports|teach
483,Motivation,Explain how visualization helps achieve goals,explain,how visualization helps achieve goals,explain,,definition|how_it_works|example|impact,achieve goals|visualization helps achieve|goals|visualization|achieve
484,Relationships,Describe a friendship that shaped your perspective,describe,a friendship that shaped your perspective,opinion,,position|reason_1|reason_2|example,shaped your perspective|friendship that shaped|perspective|friendship|shaped
485,Art & Literature,Talk about a literary period or movement you enjoy,talk about,a literary period or movement you enjoy,general,,main_point|supporting_points|example,movement you enjoy|literary period|period or movement|enjoy|literary|period|movement
486,Current Affairs,Discuss how global events influence local life,discuss,how global events influence local life,explain,,definition|how_it_works|example|impact,influence local life|global events influence|events influence local|local life|global events|events influence|influence local|life
487,Education,Share a technique that improved your learning,share,a technique that improved your learning,general,,main_point|supporting_points|example,improved your learning|technique that improved|learning|technique|improved
488,Lifestyle,Describe a lifestyle habit that reduces stress,describe,a lifestyle habit that reduces stress,general,,main_point|supporting_points|example,reduces stress|lifestyle habit|habit that reduces|stress|lifestyle|habit|reduces
489,Technology,Explain how drones are used in modern industry,explain,how drones are used in modern industry,explain,,definition|how_it_works|example|impact,modern industry|industry|drones|modern
490,Environment,Discuss the importance of green spaces in cities,discuss,the importance of green spaces in cities,general,,main_point|supporting_points|example,spaces in cities|importance of green|green spaces|cities|importance|green|spaces
491,Health & Fitness,Share the benefits of group exercise,share,the benefits of group exercise,general,,main_point|supporting_points|example,group exercise|benefits of group|exercise|benefits|group
492,Science,Describe a scientific discovery that excites you,describe,a scientific discovery that excites you,general,,main_point|supporting_points|example,scientific discovery|discovery that excites|scientific|discovery|excites
493,Social Issues,Talk about a social project that inspires change,talk about,a social project that inspires change,general,,main_point|supporting_points|example,inspires change|social project|project that inspires|change|social|project|inspires
494,Entertainment,Explain why you enjoy a particular game or sport,explain,why you enjoy a particular game or sport,explain,,definition|how_it_works|example|impact,game or sport|sport|enjoy|game
495,History,Describe a historical document that fascinates you,describe,a historical document that fascinates you,general,,main_point|supporting_points|example,historical document|document that fascinates|historical|document|fascinates
496,Food,Share a recipe you adapted from another culture,share,a recipe you adapted from another culture,general,,main_point|supporting_points|example,recipe you adapted|culture|recipe|adapted
497,Sports,Talk about a sportsperson who overcame adversity,talk about,a sportsperson who overcame adversity,general,,main_point|supporting_points|example,overcame adversity|sportsperson who overcame|adversity|sportsperson|overcame
498,Motivation,Explain a daily habit that boosts your motivation,explain,a daily habit that boosts your motivation,explain,,definition|how_it_works|example|impact,boosts your motivation|daily habit|habit that boosts|motivation|daily|habit|boosts
499,Relationships,Describe a relationship that taught understanding,describe,a relationship that taught understanding,general,personal,main_point|supporting_points|example,taught understanding|relationship that taught|understanding|relationship|taught
500,Art & Literature,Discuss an author whose works influenced you,discuss,an author whose works influenced you,general,,main_point|supporting_points|example,author whose works|works influenced|author|works|influenced
501,Current Affairs,Share a news story that made you think differently,share,a news story that made you think differently,story,,time|place|who|what_happened|result,story that made|differently|story|made
502,Education,Describe a study habit that helps you concentrate,describe,a study habit that helps you concentrate,general,,main_point|supporting_points|example,study habit|concentrate|study|habit
503,Lifestyle,Talk about a hobby that enhances your creativity,talk about,a hobby that enhances your creativity,general,,main_point|supporting_points|example,enhances your creativity|hobby that enhances|creativity|hobby|enhances
504,Technology,Explain the impact of virtual reality on learning,explain,the impact of virtual reality on learning,explain,,definition|how_it_works|example|impact,reality on learning|impact of virtual|virtual reality|learning|impact|virtual|reality
505,Environment,Discuss ways to minimize household energy use,discuss,ways to minimize household energy use,advice,,steps|example|why_it_works,minimize household energy|minimize household|household energy|minimize|household|energy
506,Health & Fitness,Share techniques for maintaining mental clarity,share,techniques for maintaining mental clarity,general,,main_point|supporting_points|example,maintaining mental clarity|techniques for maintaining|mental clarity|maintaining mental|techniques|clarity|maintaining|mental
507,Science,Describe a famous scientific theory simply,describe,a famous scientific theory simply,general,,main_point|supporting_points|example,scientific theory simply|famous scientific theory|theory simply|famous scientific|scientific theory|simply|famous|scientific
508,Social Issues,Talk about a campaign for equality or justice,talk about,a campaign for equality or justice,general,,main_point|supporting_points|example,equality or justice|campaign for equality|justice|campaign|equality
509,Entertainment,Explain why you enjoy attending concerts or performances,explain,why you enjoy attending concerts or performances,explain,,definition|how_it_works|example|impact,enjoy attending concerts|concerts or performances|enjoy attending|attending concerts|performances|enjoy|attending|concerts
510,History,Describe a historic era you find fascinating,describe,a historic era you find fascinating,general,,main_point|supporting_points|example,find fascinating|historic era|era you find|fascinating|historic|era|find
511,Food,Share a traditional meal that has a story behind it,share,a traditional meal that has a story behind it,story,,time|place|who|what_happened|result,traditional meal|traditional|meal|story
512,Sports,Discuss the role of teamwork in competitive sports,discuss,the role of teamwork in competitive sports,general,,main_point|supporting_points|example,competitive sports|role of teamwork|teamwork in competitive|sports|role|teamwork|competitive
513,Motivation,Explain how affirmations help maintain motivation,explain,how affirmations help maintain motivation,explain,,definition|how_it_works|example|impact,maintain motivation|affirmations help maintain|motivation|affirmations|maintain
514,Relationships,Describe a meaningful conversation you had with a friend,describe,a meaningful conversation you had with a friend,general,personal,main_point|supporting_points|example,meaningful conversation|friend|meaningful|conversation
515,Art & Literature,Talk about a favorite novel and why it resonates with you,talk about,a favorite novel and why it resonates with you,explain,,definition|how_it_works|example|impact,favorite|resonates
516,Current Affairs,Discuss a recent international news story and its impact,discuss,a recent international news story and its impact,story,recent,time|place|who|what_happened|result,recent international|international news story|impact|recent|international|story
517,Education,Describe an effective method for studying efficiently,describe,an effective method for studying efficiently,explain,,definition|how_it_works|example|impact,studying efficiently|effective method|method for studying|efficiently|effective|method|studying
518,Lifestyle,Talk about a place that boosts your productivity,talk about,a place that boosts your productivity,general,,main_point|supporting_points|example,boosts your productivity|place that boosts|productivity|place|boosts
519,Technology,Explain how autonomous technology is changing industries,explain,how autonomous technology is changing industries,explain,,definition|how_it_works|example|impact,changing industries|autonomous technology|technology is changing|industries|autonomous|technology|changing
520,Environment,Discuss the effects of air pollution in cities,discuss,the effects of air pollution in cities,general,,main_point|supporting_points|example,pollution in cities|effects of air|air pollution|cities|effects|air|pollution
521,Health & Fitness,Share your favorite form of exercise and why,share,your favorite form of exercise and why,explain,,definition|how_it_works|example|impact,favorite form|form of exercise|favorite|form|exercise
522,Science,Describe a memorable experiment in science class,describe,a memorable experiment in science class,experience,school,time|place|who|what_happened|reflection,science class|memorable experiment|experiment in science|class|memorable|experiment|science
523,Social Issues,Talk about a social problem and how communities are addressing it,talk about,a social problem and how communities are addressing it,explain,,definition|how_it_works|example|impact,social problem|communities are addressing|social|problem|communities|addressing
524,Entertainment,Explain why you love a particular type of theater or cinema,explain,why you love a particular type of theater or cinema,explain,,definition|how_it_works|example|impact,theater or cinema|type of theater|cinema|love|type|theater
525,History,Describe a historical battle and its consequences,describe,a historical battle and its consequences,general,,main_point|supporting_points|example,historical battle|consequences|historical|battle
526,Food,Share a creative recipe you invented,share,a creative recipe you invented,general,,main_point|supporting_points|example,recipe you invented|creative recipe|invented|creative|recipe
527,Sports,Talk about a sports team that inspires you,talk about,a sports team that inspires you,general,,main_point|supporting_points|example,sports team|team that inspires|sports|team|inspires
528,Motivation,Explain a motivational TED talk or speech you liked,explain,a motivational TED talk or speech you liked,explain,,definition|how_it_works|example|impact,motivational ted talk|motivational ted|ted talk|talk or speech|ted|motivational|talk|speech
529,Relationships,Describe a relationship that taught compromise,describe,a relationship that taught compromise,general,personal,main_point|supporting_points|example,taught compromise|relationship that taught|compromise|relationship|taught
530,Art & Literature,Talk about a famous poet or playwright you enjoy,talk about,a famous poet or playwright you enjoy,general,,main_point|supporting_points|example,playwright you enjoy|famous poet|poet or playwright|enjoy|famous|poet|playwright
531,Current Affairs,Discuss a national news story that affected you personally,discuss,a national news story that affected you personally,story,,time|place|who|what_happened|result,affected you personally|national news story|story that affected|personally|national|story|affected
532,Education,Describe a learning strategy that helped you succeed,describe,a learning strategy that helped you succeed,general,,main_point|supporting_points|example,helped you succeed|learning strategy|strategy that helped|succeed|learning|strategy|helped
533,Lifestyle,Talk about a relaxing outdoor activity,talk about,a relaxing outdoor activity,general,,main_point|supporting_points|example,relaxing outdoor activity|outdoor activity|relaxing outdoor|activity|relaxing|outdoor
534,Technology,Explain the latest developments in wearable devices,explain,the latest developments in wearable devices,explain,,definition|how_it_works|example|impact,wearable devices|latest developments|developments in wearable|devices|latest|developments|wearable
535,Environment,Discuss sustainable solutions for plastic waste,discuss,sustainable solutions for plastic waste,general,,main_point|supporting_points|example,sustainable solutions|plastic waste|solutions for plastic|sustainable|waste|solutions|plastic
536,Health & Fitness,Share your favorite way to stay active daily,share,your favorite way to stay active daily,general,,main_point|supporting_points|example,stay active daily|active daily|stay active|daily|favorite|stay|active
537,Science,Describe an amazing scientific fact,describe,an amazing scientific fact,general,,main_point|supporting_points|example,amazing scientific fact|scientific fact|amazing scientific|fact|amazing|scientific
538,Social Issues,Talk about a charity initiative that impressed you,talk about,a charity initiative that impressed you,general,,main_point|supporting_points|example,charity initiative|initiative that impressed|charity|initiative|impressed
539,Entertainment,Explain why you enjoy a specific film genre,explain,why you enjoy a specific film genre,explain,,definition|how_it_works|example|impact,specific film genre|film genre|enjoy a specific|specific film|genre|enjoy|specific|film
540,History,Describe an ancient civilization that interests you,describe,an ancient civilization that interests you,general,,main_point|supporting_points|example,ancient civilization|civilization that interests|ancient|civilization|interests
541,Food,Share a dish that represents your culture,share,a dish that represents your culture,general,,main_point|supporting_points|example,represents your culture|dish that represents|culture|dish|represents
542,Sports,Talk about the importance of fair play in sports,talk about,the importance of fair play in sports,general,,main_point|supporting_points|example,play in sports|importance of fair|fair play|sports|importance|fair|play
543,Motivation,Explain how motivation influences success,explain,how motivation influences success,explain,,definition|how_it_works|example|impact,motivation influences success|influences success|motivation influences|success|motivation|influences
544,Relationships,Describe a friendship that taught patience,describe,a friendship that taught patience,general,,main_point|supporting_points|example,taught patience|friendship that taught|patience|friendship|taught
545,Art & Literature,Discuss your favorite literary work,discuss,your favorite literary work,general,work,main_point|supporting_points|example,favorite literary work|literary work|favorite literary|work|favorite|literary
546,Current Affairs,Share your perspective on a recent political event,share your perspective on,a recent political event,event,recent,time|place|what_happened|your_view,recent political event|political event|recent political|event|recent|political
547,Education,Describe a study routine that works for you,describe,a study routine that works for you,general,,main_point|supporting_points|example,study routine|routine that works|study|routine|works
548,Lifestyle,Talk about a lifestyle habit that boosts happiness,talk about,a lifestyle habit that boosts happiness,general,,main_point|supporting_points|example,boosts happiness|lifestyle habit|habit that boosts|happiness|lifestyle|habit|boosts
549,Technology,Explain the impact of 3D printing in daily life,explain,the impact of 3D printing in daily life,explain,,definition|how_it_works|example|impact,printing in daily|daily life|printing|life|impact|daily
